asv	T.0.Dry.Soil.A	T.0.Dry.Soil.B	T.1.H218O.A	T.1.H218O.B	T.1.H218O.C	T.1.H218O.P.A	T.1.H218O.P.B	T.1.H218O.P.C	T.1.H2O.A	T.1.H2O.B	T.1.H2O.C	T.1.H2O.P.A	T.1.H2O.P.B	T.1.H2O.P.C	T.2.H218O.A	T.2.H218O.B	T.2.H218O.C	T.2.H218O.P.B	T.2.H218O.P.C	T.2.H2O.A	T.2.H2O.B	T.2.H2O.C	T.2.H2O.P.A	T.2.H2O.P.B	T.2.H2O.P.C	T.3.H218O.B	T.3.H218O.C	T.3.H218O.P.A	T.3.H218O.P.B	T.3.H218O.P.C	superkingdom	phylum	class	order	family	genus	species
7f3f1f1c1e1f53ba512e3e4f8e31c35e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara hyalocuspica
acaf91cc9a043382dc13b894c6050a02	0	0	4	0	0	7	9	0	2	0	8	0	0	0	10	0	5	0	0	0	0	0	0	0	7	0	0	6	3	12	Eukaryota	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila
45bbd9844affdcb83dd69bfd818b0898	0	0	0	0	10	0	0	0	4	0	0	22	0	9	12	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
f0a25bf2e7d760cfc3bfe40df8f75997	26	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	13	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
9f249cb378a15f50e4a020fb6e60e9d2	35	0	0	0	5	0	0	0	0	0	18	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum geesterani
6f8e67800ee145a04d217a7abdacfa95	0	0	0	0	0	0	0	0	10	0	0	11	3	0	6	0	0	15	0	0	0	0	0	14	11	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
8c49f09e6edbdec74e1586e98a678f1a	4	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	4	17	0	0	0	16	7	0	12	0	0	0	0	0	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
e3523451c05ee75e3b58e36bf13c5273	0	0	0	0	0	0	3	18	7	0	0	0	0	0	0	0	0	0	10	0	0	11	5	6	0	0	0	7	0	0	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	NA	Pseudosoloacrosporiella	Pseudosoloacrosporiella cryptomeriae
8b2e3e62f8a0bf26a3a203a08ff73529	3	0	0	16	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	12	3	0	5	0	0	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Extremus	Extremus adstrictus
1b7a960eb066109b344a291c6bbc3da2	0	0	0	0	0	18	0	0	0	0	0	0	15	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
464e65d5188dea90dcc75991deb97cf0	0	0	0	0	0	8	0	0	0	40	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
23cacc32333c2e97135e3d8e28ca5a25	25	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	9	0	5	0	0	0	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
8a16138e36bb7bfb1d40b07454e53619	12	8	0	0	0	16	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Keithomyces	Keithomyces carneus
3fd471b18f46a41cbee264c6e41daea9	14	0	0	0	7	0	0	0	11	0	0	0	0	13	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Neomyrmecridium	Neomyrmecridium guizhouense
70bb14a3dce827f76201b312e456470c	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
85d838e22e9a0aa24daa1846ae699ee9	23	0	0	0	0	0	5	0	7	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	5	4	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
d5f1bc111a790ff866330d651e9738b4	18	37	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
34ee360bb4f6d36b4b63782a7c5b164e	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
28c36963f90b3232867534048b2f6686	0	0	0	0	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	8	0	0	0	8	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus adiaphorus
fe0d0838d17fa5c5dd7d3b641a1843d4	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Postia	Postia crassicontexta
42bdb6d10ad7f2ec96b2410d63a345f6	0	0	0	0	0	0	0	0	0	0	0	6	49	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Pseudocamaropycnis	Pseudocamaropycnis pini
5db51313d0c1dcf34c14d53ba91362b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
73fd737c8f8d1e301e7378087b987a60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
854db313ff08a617a2ed27ec4cb9c210	26	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	5	Eukaryota	Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces poculatus
3a96e0bdb50efe8a820adf5d9e0cc772	21	0	0	0	0	0	4	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium ramicola
1ca856ec9a91176dfb0d654b67533d8f	0	0	31	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
3eeca4019ca63232c5370f74f33e8c4a	0	0	0	0	0	0	0	0	31	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Phaeotrichum	Phaeotrichum benjaminii
4674312995540b9d0160a976996e25b0	0	0	0	0	0	0	0	0	0	20	0	0	12	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	7	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
54cb522957a54eb9972e99a7ac8216c5	30	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
04a0e9835fd26f8b02de2ee98209e879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	NA	Prosopidicola	Prosopidicola mexicana
0c984cb962339090a07629daefb9f6dd	47	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
d17974dc59328f1f050f6962a3c8d664	0	0	0	0	0	0	0	0	7	13	0	9	0	0	0	0	0	0	0	0	0	0	12	6	0	0	7	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
b4b19db4eb9fe4b678fe245735b1f270	7	0	0	8	6	0	2	3	15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
a411cfa27dc665af067fc00120f2839c	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium pyriforme
cc71dd941f481e551f31f28c49d2a1e4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	24	17	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces coprophilus
f09ac1742ca68c19be2f997322a8de19	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
44a6bd72bdd5550303c080027a168213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Soloacrosporiella	Soloacrosporiella acaciae
d8aa065b94f7b9645d9745a1ce134c15	13	15	0	0	0	0	0	0	3	6	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma	Pyrrhoderma thailandicum
f17ddf2cb9fde1ba652816fe2b5aa6b7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia tsunedae
892652628f9836207baf0538bb7ff4ed	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
20305932670d9f543565cf08820e5022	0	0	0	0	0	0	0	0	14	0	0	6	0	9	3	0	0	0	7	0	0	0	0	9	0	0	0	0	2	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
a9f0f4f6811705ca0647bf1f4d5a80f5	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	4	0	0	0	0	0	38	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Aporpiaceae	Aporpium	Aporpium miniporum
cca9051402a74285640a730a7567c895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia uzbekistanensis
9e14bede0b247ab26c4fe372db29cfab	3	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	17	5	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera aspera
901f4a5d3a05632ff29c9cfa03dbd994	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	11	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma limbatum
029249770ceacc1092d1d35936a6ffec	0	0	0	0	0	0	0	0	5	28	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
8933ca7e24337ce795f326aaa4bcd6cb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus baronii
d5ae7596d23c3c200736d543c403c46f	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
4bab9e01f171c785d2f1cf4cf89f3f40	0	5	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	23	0	0	6	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
9e2cfc60f9b09399e270f1c660b7f021	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Paraloratospora	Paraloratospora camporesii
90c1712aaf041dfa968c404bd494d027	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Pseudocenococcum	Pseudocenococcum floridanum
e6ef6fc6a39581b6616037063aec94c3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	6	4	7	8	3	0	6	3	0	Eukaryota	Ascomycota	Dothideomycetes	NA	Podonectriaceae	Podonectria	Podonectria kuwanaspidis
5ab80c6e7c53c88acfc0d2afd9b45333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	15	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
ac6a2e50707c62402423ffd370351248	0	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea
1afdf7fcfa442af39304a6a544796615	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus nylandii
f7f0e6e2a01560d573112038906b647d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	31	0	0	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
d290e9ddf0e58e18e8d8683c7835fba2	0	0	0	6	5	0	2	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	3	7	6	0	4	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Morenoina	Morenoina calamicola
2a081b4893551587e14fbc37efd35bb1	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	9	7	4	0	0	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Neometulocladosporiella	Neometulocladosporiella eucalypti
1c7467f720c07e7ea203a3eb7fc2b4e5	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
4a5c9ae6950ccbc7e52dac8d62771792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
5fee0dce4d631616bdaceb4ce84acc2e	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
7ea2a06d80e65dc02c4172c0b3c594c9	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
6d8edbee0c43a201e0568a161babeb93	0	0	0	0	0	0	0	0	0	30	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
fc8df9ced7ab87cda93d7322ce5a91b1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
9ebef002987fe586d59bfe73eb2b4e06	0	16	0	0	0	0	0	0	0	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Vandijckellaceae	Vandijckella	Vandijckella johannae
8220198a25f5f95cd7b4c58d7ee475d7	0	0	0	0	0	0	0	0	17	18	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
a50d14b6bd0a79b57195746287980ffe	0	0	0	0	0	0	0	0	15	0	0	0	10	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	Bulleribasidium variabile
09dab2e4993bfdd65d72ba44d35ed7db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara hyalocuspica
05ca58e6c5e62379f75b6fd19dcc77d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora caricis
bc8f3b5a272481eecd204632a78202b4	7	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	10	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
79e14aebbb46ef0db218e9a388c2fb14	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	7	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
ced12976e27a44c3a3b6bbb6e9d7237f	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium beticola
b365b2168e4b9553b5d2cecc69d3dca4	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
9e217d13b7a46e012c9485aad1099e98	0	0	2	3	0	3	4	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	4	0	0	0	4	3	0	0	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium tshawytschae
02b2f50627247cbbd4e769db6b84f343	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Sclerococcum	Sclerococcum tardum
22ad4f45a727c405c069ca1fa59dca09	4	0	0	0	0	6	0	0	0	2	8	0	5	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
3bbf550fb99d3d9c8dd6bb87f16d41cd	0	12	0	0	0	0	5	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Eriomyces	Eriomyces heveae
b7e1f8f8fb24b36b1f9f9127e6655375	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albidosimilis
75a31b03cedf0453ae8e2dd23b3cc034	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
eef860e5c32bff1c66820b0c829d051b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus	Neoophiobolus chromolaenae
e7af32a738609afb02de78cdffa34dba	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
c4b386a8cd60455032597da9fc9fc9eb	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria eureka
28f2c6f0624c685c15ec1014c3b3fd13	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina venenata
52b216430490e634552976d5bacf333e	3	0	0	7	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
7bdb7e014e50b60eedfc5c3ace4c4d11	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia lactiflua
5ce25394fcd6f7e81f621fb5f0d46c00	27	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis
82cfa58276bf215a425866b1eb0c487c	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Cryptocoryneum	Cryptocoryneum akitaense
cd5e9aa90fdd4d287c554a29bf4641c7	6	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia oviparasitica
03ec434864da6489e8ff5ed27c600d80	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Bezerromycetaceae	Bezerromyces	Bezerromyces gobabebensis
8b839d397b825ea87658256027b60bd1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	3	0	0	7	0	0	0	0	6	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rostafinskii
8c5ae84cf550ec9b904b7ae644551120	0	0	0	0	0	0	2	0	8	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
8e773f6ed337206767b387d844ed2043	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
51088f964639748ea047141fc85e4e9b	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
dbc3b01a02113bb0c30d5fada4898c6f	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia lactiflua
e0b9fd0db58c5f2c234cc9fee776b098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	NA	NA	Cordana	Cordana pauciseptata
